municipality_code,geographic_level,state_abbreviation,municipality_name,land_use_purpose,income_bracket,association_status,number_of_agricultural_establishments,total_area_in_hectares
2906402,7,BA,Candeal,Total,Total,Total,891,29854.0
2906501,7,BA,Candeias,Total,Total,Total,454,5594.0
2906600,7,BA,Candiba,Total,Total,Total,1917,24300.0
2906709,7,BA,Cândido Sales,Total,Total,Total,1310,56765.0
2906808,7,BA,Cansanção,Total,Total,Total,3579,70564.0
2906824,7,BA,Canudos,Total,Total,Total,1741,81696.0
2906857,7,BA,Capela do Alto Alegre,Total,Total,Total,1237,42005.0
2906873,7,BA,Capim Grosso,Total,Total,Total,1087,26223.0
2906899,7,BA,Caraíbas,Total,Total,Total,1710,40358.0
2906907,7,BA,Caravelas,Total,Total,Total,1005,144902.0
2907004,7,BA,Cardeal da Silva,Total,Total,Total,171,7011.0
2907103,7,BA,Carinhanha,Total,Total,Total,2550,139586.0
2907202,7,BA,Casa Nova,Total,Total,Total,7509,287532.0
2907301,7,BA,Castro Alves,Total,Total,Total,1662,33915.0
2907400,7,BA,Catolândia,Total,Total,Total,515,33920.0
2907509,7,BA,Catu,Total,Total,Total,989,18224.0
2907558,7,BA,Caturama,Total,Total,Total,1797,31269.0
2907608,7,BA,Central,Total,Total,Total,1994,20374.0
2907707,7,BA,Chorrochó,Total,Total,Total,1172,65860.0
2907806,7,BA,Cícero Dantas,Total,Total,Total,4711,66462.0
2907905,7,BA,Cipó,Total,Total,Total,1213,9415.0
2908002,7,BA,Coaraci,Total,Total,Total,362,21984.0
2908101,7,BA,Cocos,Total,Total,Total,1657,563091.0
2908200,7,BA,Conceição da Feira,Total,Total,Total,807,6818.0
2908309,7,BA,Conceição do Almeida,Total,Total,Total,1315,13571.0
2908408,7,BA,Conceição do Coité,Total,Total,Total,5603,56899.0
2908507,7,BA,Conceição do Jacuípe,Total,Total,Total,483,9152.0
2908606,7,BA,Conde,Total,Total,Total,2195,76042.0
2908705,7,BA,Condeúba,Total,Total,Total,2730,54154.0
2908804,7,BA,Contendas do Sincorá,Total,Total,Total,347,34730.0
2908903,7,BA,Coração de Maria,Total,Total,Total,2583,20027.0
2909000,7,BA,Cordeiros,Total,Total,Total,1371,20034.0
2909109,7,BA,Coribe,Total,Total,Total,1834,113438.0
2909208,7,BA,Coronel João Sá,Total,Total,Total,2222,70557.0
2909307,7,BA,Correntina,Total,Total,Total,3408,719338.0
2909406,7,BA,Cotegipe,Total,Total,Total,1913,351642.0
2909505,7,BA,Cravolândia,Total,Total,Total,221,7523.0
2909604,7,BA,Crisópolis,Total,Total,Total,4237,47905.0
2909703,7,BA,Cristópolis,Total,Total,Total,1274,63398.0
2909802,7,BA,Cruz das Almas,Total,Total,Total,1436,6070.0
2909901,7,BA,Curaçá,Total,Total,Total,4655,148108.0
2910008,7,BA,Dário Meira,Total,Total,Total,936,36898.0
2910057,7,BA,Dias d'Ávila,Total,Total,Total,194,4400.0
2910107,7,BA,Dom Basílio,Total,Total,Total,2053,22421.0
2910206,7,BA,Dom Macedo Costa,Total,Total,Total,507,7976.0
2910305,7,BA,Elísio Medrado,Total,Total,Total,1266,12739.0
2910404,7,BA,Encruzilhada,Total,Total,Total,1871,97131.0
2910503,7,BA,Entre Rios,Total,Total,Total,620,37873.0
2910602,7,BA,Esplanada,Total,Total,Total,2493,76107.0
2910701,7,BA,Euclides da Cunha,Total,Total,Total,5686,112194.0
2910727,7,BA,Eunápolis,Total,Total,Total,954,98144.0
2910750,7,BA,Fátima,Total,Total,Total,2480,27646.0
2910776,7,BA,Feira da Mata,Total,Total,Total,1184,76121.0
2910800,7,BA,Feira de Santana,Total,Total,Total,9191,67313.0
2910859,7,BA,Filadélfia,Total,Total,Total,1680,36478.0
2910909,7,BA,Firmino Alves,Total,Total,Total,207,16560.0
2911006,7,BA,Floresta Azul,Total,Total,Total,410,24481.0
2911105,7,BA,Formosa do Rio Preto,Total,Total,Total,1352,965502.0
2911204,7,BA,Gandu,Total,Total,Total,1227,20061.0
2911253,7,BA,Gavião,Total,Total,Total,592,22084.0
2911303,7,BA,Gentio do Ouro,Total,Total,Total,871,17297.0
2911402,7,BA,Glória,Total,Total,Total,1498,19445.0
2911501,7,BA,Gongogi,Total,Total,Total,251,22420.0
2911600,7,BA,Governador Mangabeira,Total,Total,Total,2144,4939.0
2911659,7,BA,Guajeru,Total,Total,Total,1867,40186.0
2911709,7,BA,Guanambi,Total,Total,Total,4417,82350.0
2911808,7,BA,Guaratinga,Total,Total,Total,2121,167499.0
2911857,7,BA,Heliópolis,Total,Total,Total,2036,26501.0
2911907,7,BA,Iaçu,Total,Total,Total,1675,179768.0
2912004,7,BA,Ibiassucê,Total,Total,Total,1629,28071.0
2912103,7,BA,Ibicaraí,Total,Total,Total,264,14667.0
2912202,7,BA,Ibicoara,Total,Total,Total,1722,65956.0
2912301,7,BA,Ibicuí,Total,Total,Total,1061,91126.0
2912400,7,BA,Ibipeba,Total,Total,Total,2207,58377.0
2912509,7,BA,Ibipitanga,Total,Total,Total,2436,43364.0
2912608,7,BA,Ibiquera,Total,Total,Total,582,50802.0
2912707,7,BA,Ibirapitanga,Total,Total,Total,2025,36904.0
2912806,7,BA,Ibirapuã,Total,Total,Total,493,53204.0
2912905,7,BA,Ibirataia,Total,Total,Total,941,28045.0
2913002,7,BA,Ibitiara,Total,Total,Total,2178,51879.0
2913101,7,BA,Ibititá,Total,Total,Total,2571,34053.0
2913200,7,BA,Ibotirama,Total,Total,Total,1503,69478.0
2913309,7,BA,Ichu,Total,Total,Total,514,9314.0
2913408,7,BA,Igaporã,Total,Total,Total,1410,38841.0
2913457,7,BA,Igrapiúna,Total,Total,Total,2245,31580.0
2913507,7,BA,Iguaí,Total,Total,Total,2013,67687.0
2913606,7,BA,Ilhéus,Total,Total,Total,3559,106231.0
2913705,7,BA,Inhambupe,Total,Total,Total,4151,81917.0
2913804,7,BA,Ipecaetá,Total,Total,Total,3484,29233.0
2913903,7,BA,Ipiaú,Total,Total,Total,866,23652.0
2914000,7,BA,Ipirá,Total,Total,Total,6199,189500.0
2914109,7,BA,Ipupiara,Total,Total,Total,1066,24823.0
2914208,7,BA,Irajuba,Total,Total,Total,442,28862.0
2914307,7,BA,Iramaia,Total,Total,Total,945,99325.0
2914406,7,BA,Iraquara,Total,Total,Total,2987,37423.0
2914505,7,BA,Irará,Total,Total,Total,3294,13084.0
2914604,7,BA,Irecê,Total,Total,Total,800,16246.0
2914653,7,BA,Itabela,Total,Total,Total,660,62574.0
2914703,7,BA,Itaberaba,Total,Total,Total,2996,176055.0
2914802,7,BA,Itabuna,Total,Total,Total,923,29742.0
2914901,7,BA,Itacaré,Total,Total,Total,2606,46622.0
2915007,7,BA,Itaeté,Total,Total,Total,1437,98652.0
2915106,7,BA,Itagi,Total,Total,Total,566,22295.0
2915205,7,BA,Itagibá,Total,Total,Total,956,75801.0
2915304,7,BA,Itagimirim,Total,Total,Total,236,76597.0
2915353,7,BA,Itaguaçu da Bahia,Total,Total,Total,1429,133074.0
2915403,7,BA,Itaju do Colônia,Total,Total,Total,307,102370.0
2915502,7,BA,Itajuípe,Total,Total,Total,632,23927.0
2915601,7,BA,Itamaraju,Total,Total,Total,2213,194214.0
2915700,7,BA,Itamari,Total,Total,Total,776,14297.0
2915809,7,BA,Itambé,Total,Total,Total,1436,139971.0
2915908,7,BA,Itanagra,Total,Total,Total,311,45372.0
2916005,7,BA,Itanhém,Total,Total,Total,1514,109301.0
2916104,7,BA,Itaparica,Total,Total,Total,86,176.0
2916203,7,BA,Itapé,Total,Total,Total,322,34258.0
2916302,7,BA,Itapebi,Total,Total,Total,242,75019.0
2916401,7,BA,Itapetinga,Total,Total,Total,672,155059.0
2916500,7,BA,Itapicuru,Total,Total,Total,5073,77553.0
2916609,7,BA,Itapitanga,Total,Total,Total,323,34301.0
2916708,7,BA,Itaquara,Total,Total,Total,586,20645.0
2916807,7,BA,Itarantim,Total,Total,Total,926,137329.0
2916856,7,BA,Itatim,Total,Total,Total,708,22731.0
2916906,7,BA,Itiruçu,Total,Total,Total,614,21504.0
2917003,7,BA,Itiúba,Total,Total,Total,3432,97797.0
2917102,7,BA,Itororó,Total,Total,Total,490,27372.0
2917201,7,BA,Ituaçu,Total,Total,Total,2652,48753.0
2917300,7,BA,Ituberá,Total,Total,Total,1540,23775.0
2917334,7,BA,Iuiu,Total,Total,Total,1096,116031.0
2917359,7,BA,Jaborandi,Total,Total,Total,1320,465169.0
2917409,7,BA,Jacaraci,Total,Total,Total,2493,74906.0
2917508,7,BA,Jacobina,Total,Total,Total,2294,81712.0
2917607,7,BA,Jaguaquara,Total,Total,Total,2406,59154.0
2917706,7,BA,Jaguarari,Total,Total,Total,2007,49941.0
2917805,7,BA,Jaguaripe,Total,Total,Total,2067,43198.0
2917904,7,BA,Jandaíra,Total,Total,Total,668,38896.0
2918001,7,BA,Jequié,Total,Total,Total,2657,165707.0
2918100,7,BA,Jeremoabo,Total,Total,Total,4169,159824.0
2918209,7,BA,Jiquiriçá,Total,Total,Total,2462,18253.0
2918308,7,BA,Jitaúna,Total,Total,Total,1023,21011.0
2918357,7,BA,João Dourado,Total,Total,Total,1347,30923.0
2918407,7,BA,Juazeiro,Total,Total,Total,7288,256897.0
2918456,7,BA,Jucuruçu,Total,Total,Total,1281,91237.0
2918506,7,BA,Jussara,Total,Total,Total,1765,64326.0
2918555,7,BA,Jussari,Total,Total,Total,194,30240.0
2918605,7,BA,Jussiape,Total,Total,Total,809,14748.0
2918704,7,BA,Lafaiete Coutinho,Total,Total,Total,562,22047.0
2918753,7,BA,Lagoa Real,Total,Total,Total,2307,38438.0
2918803,7,BA,Laje,Total,Total,Total,3942,38162.0
2918902,7,BA,Lajedão,Total,Total,Total,242,40908.0
2919009,7,BA,Lajedinho,Total,Total,Total,499,59931.0
2919058,7,BA,Lajedo do Tabocal,Total,Total,Total,915,24842.0
2919108,7,BA,Lamarão,Total,Total,Total,1619,12460.0
2919157,7,BA,Lapão,Total,Total,Total,2432,41744.0
2919207,7,BA,Lauro de Freitas,Total,Total,Total,30,220.0
2919306,7,BA,Lençóis,Total,Total,Total,497,39738.0
2919405,7,BA,Licínio de Almeida,Total,Total,Total,1458,46161.0
2919504,7,BA,Livramento de Nossa Senhora,Total,Total,Total,4636,73761.0
2919553,7,BA,Luís Eduardo Magalhães,Total,Total,Total,429,368875.0
2919603,7,BA,Macajuba,Total,Total,Total,873,36045.0
2919702,7,BA,Macarani,Total,Total,Total,344,71244.0
2919801,7,BA,Macaúbas,Total,Total,Total,7189,83070.0
2919900,7,BA,Macururé,Total,Total,Total,996,45076.0
2919959,7,BA,Maetinga,Total,Total,Total,953,21652.0
2920007,7,BA,Maiquinique,Total,Total,Total,385,45154.0
2920106,7,BA,Mairi,Total,Total,Total,2316,73651.0
2920205,7,BA,Malhada,Total,Total,Total,1966,136231.0
2920304,7,BA,Malhada de Pedras,Total,Total,Total,1662,32637.0
2920403,7,BA,Manoel Vitorino,Total,Total,Total,1703,121581.0
2920452,7,BA,Mansidão,Total,Total,Total,1237,44577.0
2920502,7,BA,Maracás,Total,Total,Total,1465,132030.0
2920601,7,BA,Maragogipe,Total,Total,Total,4044,19296.0
2920700,7,BA,Maraú,Total,Total,Total,2212,44879.0
2920809,7,BA,Marcionílio Souza,Total,Total,Total,804,85987.0
2920908,7,BA,Mascote,Total,Total,Total,567,46855.0
2921005,7,BA,Mata de São João,Total,Total,Total,515,33310.0
2921054,7,BA,Matina,Total,Total,Total,1361,40518.0
2921104,7,BA,Medeiros Neto,Total,Total,Total,746,119246.0
2921203,7,BA,Miguel Calmon,Total,Total,Total,2074,84545.0
2921302,7,BA,Milagres,Total,Total,Total,267,23154.0
2921401,7,BA,Mirangaba,Total,Total,Total,1777,67041.0
2921450,7,BA,Mirante,Total,Total,Total,1577,65357.0
2921500,7,BA,Monte Santo,Total,Total,Total,6488,116210.0
2921609,7,BA,Morpará,Total,Total,Total,828,79538.0
2921708,7,BA,Morro do Chapéu,Total,Total,Total,2471,161956.0
2921807,7,BA,Mortugaba,Total,Total,Total,1887,33033.0
2921906,7,BA,Mucugê,Total,Total,Total,814,73875.0
2922003,7,BA,Mucuri,Total,Total,Total,987,194435.0
2922052,7,BA,Mulungu do Morro,Total,Total,Total,3116,27137.0
2922102,7,BA,Mundo Novo,Total,Total,Total,1710,127193.0
2922201,7,BA,Muniz Ferreira,Total,Total,Total,1025,9171.0
2922250,7,BA,Muquém do São Francisco,Total,Total,Total,1488,323643.0
2922300,7,BA,Muritiba,Total,Total,Total,1934,3713.0
2922409,7,BA,Mutuípe,Total,Total,Total,3782,24053.0
2922508,7,BA,Nazaré,Total,Total,Total,957,19501.0
2922607,7,BA,Nilo Peçanha,Total,Total,Total,1660,17921.0
2922656,7,BA,Nordestina,Total,Total,Total,1107,27108.0
2922706,7,BA,Nova Canaã,Total,Total,Total,2136,54835.0
2922730,7,BA,Nova Fátima,Total,Total,Total,1124,28961.0
2922755,7,BA,Nova Ibiá,Total,Total,Total,873,17468.0
2922805,7,BA,Nova Itarana,Total,Total,Total,647,33023.0
2922854,7,BA,Nova Redenção,Total,Total,Total,1069,45556.0
2922904,7,BA,Nova Soure,Total,Total,Total,3537,59698.0
2923001,7,BA,Nova Viçosa,Total,Total,Total,552,146988.0
2923035,7,BA,Novo Horizonte,Total,Total,Total,878,15874.0
2923050,7,BA,Novo Triunfo,Total,Total,Total,1195,18945.0
2923100,7,BA,Olindina,Total,Total,Total,2038,34008.0
2923209,7,BA,Oliveira dos Brejinhos,Total,Total,Total,2854,106029.0
2923308,7,BA,Ouriçangas,Total,Total,Total,1048,8687.0
2923357,7,BA,Ourolândia,Total,Total,Total,1279,60044.0
2923407,7,BA,Palmas de Monte Alto,Total,Total,Total,3214,150941.0
2923506,7,BA,Palmeiras,Total,Total,Total,462,8496.0
2923605,7,BA,Paramirim,Total,Total,Total,2991,40728.0
2923704,7,BA,Paratinga,Total,Total,Total,3621,90991.0
2923803,7,BA,Paripiranga,Total,Total,Total,5088,35043.0
2923902,7,BA,Pau Brasil,Total,Total,Total,1039,48061.0
2924009,7,BA,Paulo Afonso,Total,Total,Total,1797,44489.0
2924058,7,BA,Pé de Serra,Total,Total,Total,1677,44043.0
2924108,7,BA,Pedrão,Total,Total,Total,656,6404.0
2924207,7,BA,Pedro Alexandre,Total,Total,Total,1788,66919.0
2924306,7,BA,Piatã,Total,Total,Total,1991,27510.0
2924405,7,BA,Pilão Arcado,Total,Total,Total,5178,119860.0
2924504,7,BA,Pindaí,Total,Total,Total,2512,39397.0
2924603,7,BA,Pindobaçu,Total,Total,Total,986,23863.0
2924652,7,BA,Pintadas,Total,Total,Total,1483,53489.0
2924678,7,BA,Piraí do Norte,Total,Total,Total,2360,17466.0
2924702,7,BA,Piripá,Total,Total,Total,1031,16038.0
2924801,7,BA,Piritiba,Total,Total,Total,1582,65559.0
2924900,7,BA,Planaltino,Total,Total,Total,961,77114.0
2925006,7,BA,Planalto,Total,Total,Total,1571,47391.0
2925105,7,BA,Poções,Total,Total,Total,2496,44147.0
2925204,7,BA,Pojuca,Total,Total,Total,379,7971.0
2925253,7,BA,Ponto Novo,Total,Total,Total,1431,34127.0
2925303,7,BA,Porto Seguro,Total,Total,Total,1538,137191.0
2925402,7,BA,Potiraguá,Total,Total,Total,299,81655.0
2925501,7,BA,Prado,Total,Total,Total,1165,95424.0
2925600,7,BA,Presidente Dutra,Total,Total,Total,2292,13655.0
2925709,7,BA,Presidente Jânio Quadros,Total,Total,Total,2104,54093.0
2925758,7,BA,Presidente Tancredo Neves,Total,Total,Total,4412,39992.0
2925808,7,BA,Queimadas,Total,Total,Total,2311,158059.0
2925907,7,BA,Quijingue,Total,Total,Total,4268,82712.0
2925931,7,BA,Quixabeira,Total,Total,Total,980,19711.0
2925956,7,BA,Rafael Jambeiro,Total,Total,Total,3085,70227.0
2926004,7,BA,Remanso,Total,Total,Total,3713,161520.0
2926103,7,BA,Retirolândia,Total,Total,Total,1310,16401.0
2926202,7,BA,Riachão das Neves,Total,Total,Total,1628,407242.0
2926301,7,BA,Riachão do Jacuípe,Total,Total,Total,2509,86942.0
2926400,7,BA,Riacho de Santana,Total,Total,Total,3864,127637.0
2926509,7,BA,Ribeira do Amparo,Total,Total,Total,2769,37864.0
2926608,7,BA,Ribeira do Pombal,Total,Total,Total,5010,76607.0
2926657,7,BA,Ribeirão do Largo,Total,Total,Total,1598,105075.0
2926707,7,BA,Rio de Contas,Total,Total,Total,1358,21639.0
2926806,7,BA,Rio do Antônio,Total,Total,Total,2454,36571.0
2926905,7,BA,Rio do Pires,Total,Total,Total,1406,16077.0
2927002,7,BA,Rio Real,Total,Total,Total,3434,57560.0
2927101,7,BA,Rodelas,Total,Total,Total,997,9457.0
2927200,7,BA,Ruy Barbosa,Total,Total,Total,1775,132078.0
2927309,7,BA,Salinas da Margarida,Total,Total,Total,87,1131.0
2927408,7,BA,Salvador,Total,Total,Total,50,56.0
2927507,7,BA,Santa Bárbara,Total,Total,Total,1411,15918.0
2927606,7,BA,Santa Brígida,Total,Total,Total,2136,52328.0
2927705,7,BA,Santa Cruz Cabrália,Total,Total,Total,884,107240.0
2927804,7,BA,Santa Cruz da Vitória,Total,Total,Total,215,31011.0
2927903,7,BA,Santa Inês,Total,Total,Total,145,7445.0
2928000,7,BA,Santaluz,Total,Total,Total,2589,108005.0
2928059,7,BA,Santa Luzia,Total,Total,Total,1176,42987.0
2928109,7,BA,Santa Maria da Vitória,Total,Total,Total,2719,93908.0
2928208,7,BA,Santana,Total,Total,Total,2287,109944.0
2928307,7,BA,Santanópolis,Total,Total,Total,1323,12521.0
2928406,7,BA,Santa Rita de Cássia,Total,Total,Total,2368,347663.0
2928505,7,BA,Santa Terezinha,Total,Total,Total,616,27699.0
2928604,7,BA,Santo Amaro,Total,Total,Total,2963,21469.0
2928703,7,BA,Santo Antônio de Jesus,Total,Total,Total,2715,17430.0
2928802,7,BA,Santo Estêvão,Total,Total,Total,4973,18500.0
2928901,7,BA,São Desidério,Total,Total,Total,2305,992039.0
2928950,7,BA,São Domingos,Total,Total,Total,842,21845.0
2929008,7,BA,São Félix,Total,Total,Total,987,5972.0
2929057,7,BA,São Félix do Coribe,Total,Total,Total,982,116421.0
2929107,7,BA,São Felipe,Total,Total,Total,2143,11432.0
2929206,7,BA,São Francisco do Conde,Total,Total,Total,370,10991.0
2929255,7,BA,São Gabriel,Total,Total,Total,2038,46345.0
2929305,7,BA,São Gonçalo dos Campos,Total,Total,Total,2279,18285.0
2929354,7,BA,São José da Vitória,Total,Total,Total,249,9357.0
2929370,7,BA,São José do Jacuípe,Total,Total,Total,826,24605.0
2929404,7,BA,São Miguel das Matas,Total,Total,Total,1981,18066.0
2929503,7,BA,São Sebastião do Passé,Total,Total,Total,1166,26616.0
2929602,7,BA,Sapeaçu,Total,Total,Total,1760,10001.0
2929701,7,BA,Sátiro Dias,Total,Total,Total,2325,28941.0
2929750,7,BA,Saubara,Total,Total,Total,94,2091.0
2929800,7,BA,Saúde,Total,Total,Total,870,25460.0
2929909,7,BA,Seabra,Total,Total,Total,3253,49370.0
2930006,7,BA,Sebastião Laranjeiras,Total,Total,Total,1404,113614.0
2930105,7,BA,Senhor do Bonfim,Total,Total,Total,1487,38614.0
2930154,7,BA,Serra do Ramalho,Total,Total,Total,2927,115702.0
2930204,7,BA,Sento Sé,Total,Total,Total,2248,154864.0
2930303,7,BA,Serra Dourada,Total,Total,Total,2141,101423.0
2930402,7,BA,Serra Preta,Total,Total,Total,1760,39872.0
2930501,7,BA,Serrinha,Total,Total,Total,5841,35006.0
2930600,7,BA,Serrolândia,Total,Total,Total,1080,19116.0
2930709,7,BA,Simões Filho,Total,Total,Total,355,2895.0
2930758,7,BA,Sítio do Mato,Total,Total,Total,1370,93486.0
2930766,7,BA,Sítio do Quinto,Total,Total,Total,2839,49558.0
2930774,7,BA,Sobradinho,Total,Total,Total,561,34585.0
2930808,7,BA,Souto Soares,Total,Total,Total,2458,27058.0
2930907,7,BA,Tabocas do Brejo Velho,Total,Total,Total,1701,54079.0
2931004,7,BA,Tanhaçu,Total,Total,Total,2737,78409.0
2931053,7,BA,Tanque Novo,Total,Total,Total,2612,25337.0
2931103,7,BA,Tanquinho,Total,Total,Total,568,16440.0
2931202,7,BA,Taperoá,Total,Total,Total,1678,20028.0
2931301,7,BA,Tapiramutá,Total,Total,Total,806,54050.0
2931350,7,BA,Teixeira de Freitas,Total,Total,Total,967,100113.0
2931400,7,BA,Teodoro Sampaio,Total,Total,Total,192,9796.0
2931509,7,BA,Teofilândia,Total,Total,Total,1961,24491.0
2931608,7,BA,Teolândia,Total,Total,Total,1931,25031.0
2931707,7,BA,Terra Nova,Total,Total,Total,154,11867.0
2931806,7,BA,Tremedal,Total,Total,Total,2542,73610.0
2931905,7,BA,Tucano,Total,Total,Total,5007,116660.0
2932002,7,BA,Uauá,Total,Total,Total,3215,94496.0
2932101,7,BA,Ubaíra,Total,Total,Total,3045,50376.0
2932200,7,BA,Ubaitaba,Total,Total,Total,272,11324.0
2932309,7,BA,Ubatã,Total,Total,Total,607,18509.0
2932408,7,BA,Uibaí,Total,Total,Total,1837,22140.0
2932457,7,BA,Umburanas,Total,Total,Total,1367,50593.0
2932507,7,BA,Una,Total,Total,Total,1870,88928.0
2932606,7,BA,Urandi,Total,Total,Total,2076,53034.0
2932705,7,BA,Uruçuca,Total,Total,Total,1376,40755.0
2932804,7,BA,Utinga,Total,Total,Total,1049,28561.0
2932903,7,BA,Valença,Total,Total,Total,5866,55683.0
2933000,7,BA,Valente,Total,Total,Total,1511,32722.0
2933059,7,BA,Várzea da Roça,Total,Total,Total,2272,33921.0
2933109,7,BA,Várzea do Poço,Total,Total,Total,586,13720.0
2933158,7,BA,Várzea Nova,Total,Total,Total,1542,60376.0
2933174,7,BA,Varzedo,Total,Total,Total,1354,13418.0
2933208,7,BA,Vera Cruz,Total,Total,Total,231,8816.0
2933257,7,BA,Vereda,Total,Total,Total,284,61869.0
2933307,7,BA,Vitória da Conquista,Total,Total,Total,6548,210420.0
2933406,7,BA,Wagner,Total,Total,Total,724,28318.0
2933455,7,BA,Wanderley,Total,Total,Total,1660,192068.0
2933505,7,BA,Wenceslau Guimarães,Total,Total,Total,3446,45411.0
2933604,7,BA,Xique-Xique,Total,Total,Total,2453,74095.0
3100104,7,MG,Abadia dos Dourados,Total,Total,Total,1070,61717.0
3100203,7,MG,Abaeté,Total,Total,Total,983,155326.0
3100302,7,MG,Abre Campo,Total,Total,Total,1640,35266.0
3100401,7,MG,Acaiaca,Total,Total,Total,290,7844.0
3100500,7,MG,Açucena,Total,Total,Total,765,54600.0
3100609,7,MG,Água Boa,Total,Total,Total,1739,96117.0
3100708,7,MG,Água Comprida,Total,Total,Total,105,36107.0
3100807,7,MG,Aguanil,Total,Total,Total,326,14638.0
3100906,7,MG,Águas Formosas,Total,Total,Total,1515,73281.0
3101003,7,MG,Águas Vermelhas,Total,Total,Total,614,67277.0
3101102,7,MG,Aimorés,Total,Total,Total,1399,111886.0
3101201,7,MG,Aiuruoca,Total,Total,Total,554,40730.0
3101300,7,MG,Alagoa,Total,Total,Total,306,7131.0
3101409,7,MG,Albertina,Total,Total,Total,206,4210.0
3101508,7,MG,Além Paraíba,Total,Total,Total,366,43282.0
3101607,7,MG,Alfenas,Total,Total,Total,972,57313.0
3101631,7,MG,Alfredo Vasconcelos,Total,Total,Total,377,7433.0
3101706,7,MG,Almenara,Total,Total,Total,1643,140520.0
3101805,7,MG,Alpercata,Total,Total,Total,192,13439.0
3101904,7,MG,Alpinópolis,Total,Total,Total,1132,31578.0
3102001,7,MG,Alterosa,Total,Total,Total,1384,26787.0
3102050,7,MG,Alto Caparaó,Total,Total,Total,376,5454.0
3102100,7,MG,Alto Rio Doce,Total,Total,Total,1472,29231.0
3102209,7,MG,Alvarenga,Total,Total,Total,468,17300.0
3102308,7,MG,Alvinópolis,Total,Total,Total,777,34382.0
3102407,7,MG,Alvorada de Minas,Total,Total,Total,201,21778.0
3102506,7,MG,Amparo do Serra,Total,Total,Total,462,10182.0
3102605,7,MG,Andradas,Total,Total,Total,1719,29169.0
3102704,7,MG,Cachoeira de Pajeú,Total,Total,Total,754,48250.0
3102803,7,MG,Andrelândia,Total,Total,Total,612,57777.0
3102852,7,MG,Angelândia,Total,Total,Total,789,16877.0
3102902,7,MG,Antônio Carlos,Total,Total,Total,444,30248.0
3103009,7,MG,Antônio Dias,Total,Total,Total,548,45134.0
3103108,7,MG,Antônio Prado de Minas,Total,Total,Total,215,6325.0
3103207,7,MG,Araçaí,Total,Total,Total,101,15026.0
3103306,7,MG,Aracitaba,Total,Total,Total,140,5902.0
3103405,7,MG,Araçuaí,Total,Total,Total,2589,113740.0
3103504,7,MG,Araguari,Total,Total,Total,2124,217050.0
3103603,7,MG,Arantina,Total,Total,Total,121,5125.0
3103702,7,MG,Araponga,Total,Total,Total,1438,14776.0
3103751,7,MG,Araporã,Total,Total,Total,106,19391.0
3103801,7,MG,Arapuá,Total,Total,Total,408,13783.0
3103900,7,MG,Araújos,Total,Total,Total,361,18719.0
3104007,7,MG,Araxá,Total,Total,Total,470,79136.0
3104106,7,MG,Arceburgo,Total,Total,Total,201,11489.0
3104205,7,MG,Arcos,Total,Total,Total,942,29311.0
3104304,7,MG,Areado,Total,Total,Total,770,20112.0
3104403,7,MG,Argirita,Total,Total,Total,310,12117.0
