municipality_code,administrative_dependency,rural_high_school_enrollments
3144706,municipal,0
3144805,municipal,0
3144904,municipal,0
3145000,municipal,0
3145059,municipal,0
3145109,municipal,0
3145208,municipal,0
3136603,municipal,0
3145307,municipal,0
3145356,municipal,0
3145372,municipal,0
3145406,municipal,0
3145455,municipal,0
3145505,municipal,0
3145604,municipal,0
3145703,municipal,0
3145802,municipal,0
3145851,municipal,0
3145877,municipal,0
3145901,municipal,0
3146008,municipal,0
3146107,municipal,0
3146206,municipal,0
3146255,municipal,0
3146305,municipal,0
3146552,municipal,0
3146404,municipal,0
3146503,municipal,0
3146602,municipal,0
3146701,municipal,0
3146750,municipal,0
3146909,municipal,0
3147105,municipal,0
3147006,municipal,0
3147204,municipal,0
3147303,municipal,0
3147402,municipal,0
3147600,municipal,0
3147709,municipal,0
3147808,municipal,0
3147501,municipal,0
3147907,municipal,0
3147956,municipal,0
3148004,municipal,0
3148103,municipal,0
3148202,municipal,0
3148301,municipal,0
3148400,municipal,0
3148509,municipal,0
3148608,municipal,0
3148707,municipal,0
3148756,municipal,0
3148806,municipal,0
3148905,municipal,0
3149002,municipal,0
3149101,municipal,0
3149150,municipal,0
3149200,municipal,0
3149309,municipal,0
3149408,municipal,0
3149507,municipal,0
3149606,municipal,0
3149705,municipal,0
3149804,municipal,0
3149903,municipal,0
3149952,municipal,0
3150000,municipal,0
3150109,municipal,0
3150158,municipal,0
3150208,municipal,0
3150307,municipal,0
3150406,municipal,0
3150505,municipal,0
3150539,municipal,0
3150570,municipal,0
3150604,municipal,0
3150703,municipal,0
3150802,municipal,0
3150901,municipal,0
3151008,municipal,0
3151107,municipal,0
3151206,municipal,0
3151305,municipal,0
3151404,municipal,0
3151503,municipal,0
3151602,municipal,0
3151701,municipal,0
3151800,municipal,0
3151909,municipal,0
3152006,municipal,0
3152105,municipal,0
3152131,municipal,0
3152170,municipal,0
3152204,municipal,0
3152303,municipal,0
3152402,municipal,0
3152501,municipal,0
3152600,municipal,0
3152709,municipal,0
3152808,municipal,0
3152907,municipal,0
3153004,municipal,0
3153103,municipal,0
3153202,municipal,0
3153301,municipal,0
3153400,municipal,0
3153608,municipal,0
3153707,municipal,0
3153806,municipal,0
3153905,municipal,0
3154002,municipal,0
3154101,municipal,0
3154150,municipal,0
3154200,municipal,63
3154309,municipal,0
3154408,municipal,0
3154457,municipal,0
3154507,municipal,0
3154606,municipal,0
3154705,municipal,0
3154804,municipal,0
3154903,municipal,0
3155108,municipal,0
3155009,municipal,0
3155207,municipal,0
3155306,municipal,0
3155405,municipal,0
3155504,municipal,0
3155603,municipal,0
3155702,municipal,0
3155801,municipal,0
3155900,municipal,0
3156007,municipal,0
3156106,municipal,0
3156205,municipal,0
3156304,municipal,0
3156403,municipal,0
3156452,municipal,0
3156502,municipal,0
3156601,municipal,0
3156700,municipal,0
3156809,municipal,0
3156908,municipal,0
3157005,municipal,0
3157104,municipal,0
3157203,municipal,0
3157252,municipal,0
3157278,municipal,0
3157302,municipal,0
3157336,municipal,0
3157377,municipal,0
3157401,municipal,0
3157500,municipal,0
3157609,municipal,0
3157658,municipal,0
3157708,municipal,0
3157807,municipal,0
3157906,municipal,0
3158003,municipal,0
3158102,municipal,0
3158201,municipal,0
3159209,municipal,0
3159407,municipal,0
3159308,municipal,0
3159357,municipal,0
3159506,municipal,0
3159605,municipal,0
3159704,municipal,0
3159803,municipal,0
3158300,municipal,0
3158409,municipal,0
3158508,municipal,0
3158607,municipal,0
3158706,municipal,0
3158805,municipal,0
3158904,municipal,0
3158953,municipal,0
3159001,municipal,0
3159100,municipal,0
3159902,municipal,0
3160009,municipal,0
3160108,municipal,0
3160207,municipal,0
3160306,municipal,0
3160405,municipal,0
3160454,municipal,0
3160504,municipal,0
3160603,municipal,0
3160702,municipal,0
3160801,municipal,0
3160900,municipal,0
3160959,municipal,0
3161007,municipal,0
3161056,municipal,0
3161106,municipal,0
3161205,municipal,0
3161304,municipal,0
3161403,municipal,0
3161502,municipal,0
3161601,municipal,0
3161650,municipal,0
3161700,municipal,0
3161809,municipal,0
3161908,municipal,0
3125507,municipal,0
3162005,municipal,0
3162104,municipal,0
3162203,municipal,0
3162252,municipal,0
3162302,municipal,0
3162401,municipal,0
3162450,municipal,0
3162500,municipal,0
3162559,municipal,0
3162575,municipal,0
3162609,municipal,0
3162658,municipal,0
3162708,municipal,0
3162807,municipal,0
3162906,municipal,0
3162922,municipal,0
3162948,municipal,0
3162955,municipal,0
3163003,municipal,0
3163102,municipal,0
3163201,municipal,0
3163300,municipal,0
3163409,municipal,0
3163508,municipal,0
3163607,municipal,0
3163706,municipal,0
3163805,municipal,0
3163904,municipal,0
3164100,municipal,0
3164001,municipal,0
3164209,municipal,0
3164308,municipal,0
3164407,municipal,0
3164431,municipal,0
3164472,municipal,0
3164506,municipal,0
3164605,municipal,0
3164704,municipal,0
3164803,municipal,0
3164902,municipal,0
3165008,municipal,0
3165107,municipal,0
3165206,municipal,0
3165305,municipal,0
3165404,municipal,0
3165503,municipal,0
3165537,municipal,0
3165560,municipal,0
3165578,municipal,0
3165602,municipal,0
3165701,municipal,0
3165800,municipal,0
3165909,municipal,0
3166006,municipal,0
3166105,municipal,0
3166204,municipal,0
3166303,municipal,0
3166402,municipal,0
3166501,municipal,0
3166600,municipal,0
3166808,municipal,0
3166709,municipal,0
3166907,municipal,0
3166956,municipal,0
3167004,municipal,0
3167103,municipal,0
3167202,municipal,0
3165552,municipal,0
3167301,municipal,0
3167400,municipal,0
3167509,municipal,0
3167608,municipal,0
3167707,municipal,0
3167806,municipal,0
3167905,municipal,0
3168002,municipal,0
3168051,municipal,0
3168101,municipal,0
3168200,municipal,0
3168309,municipal,0
3168408,municipal,0
3168507,municipal,0
3168606,municipal,0
3168705,municipal,0
3168804,municipal,0
3168903,municipal,0
3169000,municipal,0
3169059,municipal,0
3169109,municipal,0
3169208,municipal,0
3169307,municipal,0
3169356,municipal,0
3169406,municipal,0
3169505,municipal,0
3169604,municipal,23
3169703,municipal,0
3169802,municipal,0
3169901,municipal,0
3170008,municipal,0
3170057,municipal,0
3170107,municipal,0
3170206,municipal,0
3170305,municipal,0
3170404,municipal,0
3170438,municipal,0
3170479,municipal,0
3170503,municipal,0
3170529,municipal,0
3170578,municipal,0
3170602,municipal,0
3170651,municipal,0
3170701,municipal,0
3170750,municipal,0
3170800,municipal,0
3170909,municipal,0
3171006,municipal,0
3171030,municipal,0
3171071,municipal,0
3171105,municipal,0
3171154,municipal,0
3171204,municipal,0
3171303,municipal,0
3171402,municipal,0
3171600,municipal,0
3171709,municipal,0
3171808,municipal,0
3171907,municipal,0
3172004,municipal,0
3172103,municipal,0
3172202,municipal,0
3200102,municipal,0
3200169,municipal,0
3200136,municipal,0
3200201,municipal,0
3200300,municipal,0
3200359,municipal,0
3200409,municipal,0
3200508,municipal,0
3200607,municipal,0
3200706,municipal,0
3200805,municipal,0
3200904,municipal,0
3201001,municipal,0
3201100,municipal,0
3201159,municipal,0
3201209,municipal,0
3201308,municipal,0
3201407,municipal,0
3201506,municipal,0
3201605,municipal,0
3201704,municipal,0
3201803,municipal,0
3201902,municipal,0
3202009,municipal,0
3202108,municipal,0
3202207,municipal,0
3202256,municipal,0
3202306,municipal,0
3202405,municipal,0
3202454,municipal,0
3202504,municipal,0
3202553,municipal,0
3202603,municipal,0
3202652,municipal,0
3202702,municipal,0
3202801,municipal,0
3202900,municipal,0
3203007,municipal,0
3203056,municipal,0
3203106,municipal,0
3203130,municipal,0
3203163,municipal,0
3203205,municipal,0
3203304,municipal,0
3203320,municipal,0
3203346,municipal,0
3203353,municipal,0
3203403,municipal,0
3203502,municipal,0
3203601,municipal,0
3203700,municipal,0
3203809,municipal,0
3203908,municipal,0
3204005,municipal,0
3204054,municipal,0
3204104,municipal,0
3204203,municipal,0
3204252,municipal,0
3204302,municipal,0
3204351,municipal,0
3204401,municipal,0
3204500,municipal,0
3204559,municipal,0
3204609,municipal,0
3204658,municipal,0
3204708,municipal,0
3204807,municipal,0
3204906,municipal,0
3204955,municipal,0
3205002,municipal,0
3205010,municipal,0
3205036,municipal,0
3205069,municipal,0
3205101,municipal,0
3205150,municipal,0
3205176,municipal,0
3205200,municipal,0
3205309,municipal,0
3300100,municipal,0
3300159,municipal,0
3300209,municipal,0
3300225,municipal,0
3300233,municipal,0
3300258,municipal,0
3300308,municipal,0
3300407,municipal,0
3300456,municipal,0
3300506,municipal,0
3300605,municipal,0
3300704,municipal,0
3300803,municipal,0
3300902,municipal,0
3301009,municipal,0
3301108,municipal,0
3300936,municipal,0
3301157,municipal,0
3301207,municipal,0
3301306,municipal,0
3300951,municipal,0
3301405,municipal,0
3301504,municipal,0
3301603,municipal,0
3301702,municipal,0
3301801,municipal,0
3301850,municipal,0
3301876,municipal,0
3301900,municipal,0
3302007,municipal,0
3302056,municipal,0
3302106,municipal,0
3302205,municipal,0
3302254,municipal,0
3302270,municipal,0
3302304,municipal,0
3302403,municipal,0
3302452,municipal,0
3302502,municipal,0
3302601,municipal,0
3302700,municipal,0
3302809,municipal,0
3302858,municipal,0
3302908,municipal,0
3303005,municipal,0
3303104,municipal,0
3303203,municipal,0
3303302,municipal,0
3303401,municipal,0
3303500,municipal,0
3303609,municipal,0
3303708,municipal,0
3303807,municipal,0
3303856,municipal,0
3303906,municipal,0
3303955,municipal,0
3304003,municipal,0
3304102,municipal,0
3304110,municipal,0
3304128,municipal,0
3304144,municipal,0
3304151,municipal,0
3304201,municipal,0
3304300,municipal,0
3304409,municipal,0
3304508,municipal,0
3304524,municipal,0
3304557,municipal,0
3304607,municipal,0
3304706,municipal,0
3304805,municipal,0
3304755,municipal,0
3304904,municipal,0
3305000,municipal,0
3305109,municipal,0
3305133,municipal,0
3305158,municipal,0
3305208,municipal,0
3305307,municipal,0
3305406,municipal,0
3305505,municipal,0
3305554,municipal,0
3305604,municipal,0
3305703,municipal,0
3305752,municipal,0
3305802,municipal,0
3305901,municipal,0
3306008,municipal,0
3306107,municipal,0
3306156,municipal,0
3306206,municipal,0
3306305,municipal,0
3500105,municipal,0
3500204,municipal,0
3500303,municipal,0
3500402,municipal,0
3500501,municipal,0
3500550,municipal,0
3500600,municipal,0
3500709,municipal,0
3500758,municipal,0
3500808,municipal,0
3500907,municipal,0
3501004,municipal,0
3501103,municipal,0
3501152,municipal,0
3501202,municipal,0
3501301,municipal,0
3501400,municipal,0
3501509,municipal,0
3501608,municipal,0
3501707,municipal,0
3501806,municipal,0
3501905,municipal,0
3502002,municipal,0
3502101,municipal,0
3502200,municipal,0
3502309,municipal,0
3502408,municipal,0
3502507,municipal,0
3502606,municipal,0
3502705,municipal,0
3502754,municipal,0
3502804,municipal,0
3502903,municipal,0
3503000,municipal,0
3503109,municipal,0
3503158,municipal,0
3503208,municipal,0
3503307,municipal,0
3503356,municipal,0
3503406,municipal,0
3503505,municipal,0
3503604,municipal,0
3503703,municipal,0
3503802,municipal,0
3503901,municipal,0
3503950,municipal,0
3504008,municipal,0
3504107,municipal,0
3504206,municipal,0
3504305,municipal,0
3504404,municipal,0
3504503,municipal,0
3504602,municipal,0
3504701,municipal,0
3504800,municipal,0
3504909,municipal,0
3505005,municipal,0
3505104,municipal,0
3505203,municipal,0
3505302,municipal,0
3505351,municipal,0
3505401,municipal,0
3505500,municipal,0
3505609,municipal,0
3505708,municipal,0
3505807,municipal,0
3505906,municipal,0
3506003,municipal,0
3506102,municipal,0
3506201,municipal,0
3506300,municipal,0
3506359,municipal,0
3506409,municipal,0
3506508,municipal,0
3506607,municipal,0
3506706,municipal,0
3506805,municipal,0
3506904,municipal,0
3507001,municipal,0
3507100,municipal,0
3507159,municipal,0
3507209,municipal,0
3507308,municipal,0
3507407,municipal,0
3507456,municipal,0
3507506,municipal,0
3507605,municipal,0
3507704,municipal,0
3507753,municipal,0
3507803,municipal,0
3507902,municipal,0
3508009,municipal,0
3508108,municipal,0
3508207,municipal,0
3508306,municipal,0
3508405,municipal,0
3508504,municipal,0
3508603,municipal,0
3508702,municipal,0
3508801,municipal,0
3508900,municipal,0
3509007,municipal,0
3509106,municipal,0
3509205,municipal,0
3509254,municipal,0
3509304,municipal,0
3509403,municipal,0
3509452,municipal,0
3509502,municipal,0
3509601,municipal,0
3509700,municipal,0
3509809,municipal,0
3509908,municipal,0
3509957,municipal,0
3510005,municipal,0
3510104,municipal,0
3510153,municipal,0
3510203,municipal,0
3510302,municipal,0
3510401,municipal,0
3510500,municipal,0
3510609,municipal,0
3510708,municipal,0
3510807,municipal,0
3510906,municipal,0
3511003,municipal,0
3511102,municipal,0
3511201,municipal,0
3511300,municipal,0
3511409,municipal,0
3511508,municipal,0
3511607,municipal,0
3511706,municipal,0
3557204,municipal,0
3511904,municipal,0
3512001,municipal,100
3512100,municipal,0
3512209,municipal,0
3512308,municipal,0
3512407,municipal,0
3512506,municipal,0
3512605,municipal,0
3512704,municipal,0
3512803,municipal,0
3512902,municipal,0
3513009,municipal,0
3513108,municipal,0
3513207,municipal,0
3513306,municipal,0
3513405,municipal,0
3513504,municipal,0
3513603,municipal,0
3513702,municipal,0
3513801,municipal,0
3513850,municipal,0
3513900,municipal,0
3514007,municipal,0
3514106,municipal,0
3514205,municipal,0
3514304,municipal,0
3514403,municipal,0
3514502,municipal,0
3514601,municipal,0
3514700,municipal,0
3514809,municipal,0
3514908,municipal,0
3514924,municipal,0
3514957,municipal,0
3515004,municipal,0
3515103,municipal,0
3515129,municipal,0
3515152,municipal,0
3515186,municipal,0
3515194,municipal,0
3557303,municipal,0
3515202,municipal,0
3515301,municipal,0
3515350,municipal,0
3515400,municipal,0
3515608,municipal,0
3515509,municipal,0
3515657,municipal,0
3515707,municipal,0
3515806,municipal,0
3515905,municipal,0
3516002,municipal,0
3516101,municipal,0
3516200,municipal,0
3516309,municipal,0
3516408,municipal,0
3516507,municipal,0
3516606,municipal,0
3516705,municipal,0
3516804,municipal,0
3516853,municipal,0
3516903,municipal,0
3517000,municipal,0
3517109,municipal,0
3517208,municipal,0
3517307,municipal,0
3517406,municipal,0
3517505,municipal,0
3517604,municipal,0
3517703,municipal,0
3517802,municipal,0
3517901,municipal,0
3518008,municipal,0
3518107,municipal,0
3518206,municipal,0
3518305,municipal,0
3518404,municipal,0
3518503,municipal,0
3518602,municipal,0
3518701,municipal,0
3518800,municipal,0
3518859,municipal,0
3518909,municipal,0
3519006,municipal,0
3519055,municipal,0
3519071,municipal,0
3519105,municipal,0
3519204,municipal,0
3519253,municipal,0
3519303,municipal,0
3519402,municipal,0
3519501,municipal,0
3519600,municipal,0
3519709,municipal,0
3519808,municipal,0
3519907,municipal,0
3520004,municipal,0
3520103,municipal,0
3520202,municipal,0
3520301,municipal,0
3520426,municipal,0
3520442,municipal,0
3520400,municipal,0
3520509,municipal,0
3520608,municipal,0
3520707,municipal,0
3520806,municipal,0
3520905,municipal,0
3521002,municipal,0
3521101,municipal,0
3521150,municipal,0
3521200,municipal,0
3521309,municipal,0
3521408,municipal,0
3521507,municipal,0
3521606,municipal,0
3521705,municipal,0
3521804,municipal,0
3521903,municipal,0
3522000,municipal,0
3522109,municipal,0
3522158,municipal,0
3522208,municipal,0
3522307,municipal,0
3522406,municipal,0
3522505,municipal,0
3522604,municipal,0
3522653,municipal,0
3522703,municipal,0
3522802,municipal,0
3522901,municipal,0
3523008,municipal,0
3523107,municipal,0
3523206,municipal,0
3523305,municipal,0
3523404,municipal,0
3523503,municipal,0
3523602,municipal,0
3523701,municipal,0
3523800,municipal,0
3523909,municipal,0
3524006,municipal,0
3524105,municipal,0
3524204,municipal,0
3524303,municipal,0
3524402,municipal,0
3524501,municipal,0
3524600,municipal,0
3524709,municipal,0
3524808,municipal,0
3524907,municipal,0
3525003,municipal,0
3525102,municipal,0
3525201,municipal,0
3525300,municipal,0
3525409,municipal,0
3525508,municipal,0
3525607,municipal,0
3525706,municipal,0
3525805,municipal,0
3525854,municipal,0
3525904,municipal,0
3526001,municipal,0
3526100,municipal,0
3526209,municipal,0
3526308,municipal,0
3526407,municipal,0
3526506,municipal,0
3526605,municipal,0
3526704,municipal,0
3526803,municipal,0
3526902,municipal,0
3527009,municipal,0
3527108,municipal,0
3527207,municipal,0
3527256,municipal,0
3527306,municipal,0
3527405,municipal,0
3527504,municipal,0
3527603,municipal,0
3527702,municipal,0
3527801,municipal,0
3527900,municipal,0
3528007,municipal,0
3528106,municipal,0
3528205,municipal,0
3528304,municipal,0
3528403,municipal,0
3528502,municipal,0
3528601,municipal,0
3528700,municipal,0
3528809,municipal,0
3528858,municipal,0
3528908,municipal,0
3529005,municipal,0
3529104,municipal,0
3529203,municipal,0
3529302,municipal,0
3529401,municipal,0
3529500,municipal,0
3529609,municipal,0
3529658,municipal,0
3529708,municipal,0
3529807,municipal,0
3530003,municipal,0
3529906,municipal,0
3530102,municipal,0
3530201,municipal,0
3530300,municipal,0
3530409,municipal,0
3530508,municipal,0
3530607,municipal,0
3530706,municipal,0
3530805,municipal,0
