"Tabela 6873 - Número de estabelecimentos agropecuários e Número de tratores, implementos e máquinas existentes nos estabelecimentos agropecuários, por tipologia, tratores, implementos e máquinas existentes no estabelecimento agropecuário, condição do produtor em relação às terras e grupos de atividade econômica - Ranking ascendente"
"Variável - Número de estabelecimentos agropecuários (Unidades)"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Ano x Tipologia x Tratores, implementos e máquinas existentes no estabelecimento agropecuário"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"2017"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Total"
"Cód.";"Brasil, Grande Região e Município";"Condição do produtor em relação às terras";"#";"Grupos de atividade econômica";"Tratores"
"3101102";"Aimorés (MG)";"Total";"1";"Total";"151"
"3101201";"Aiuruoca (MG)";"Total";"1";"Total";"109"
"3101300";"Alagoa (MG)";"Total";"1";"Total";"15"
"3101409";"Albertina (MG)";"Total";"1";"Total";"90"
"3101508";"Além Paraíba (MG)";"Total";"1";"Total";"74"
"3101607";"Alfenas (MG)";"Total";"1";"Total";"383"
"3101631";"Alfredo Vasconcelos (MG)";"Total";"1";"Total";"123"
"3101706";"Almenara (MG)";"Total";"1";"Total";"43"
"3101805";"Alpercata (MG)";"Total";"1";"Total";"19"
"3101904";"Alpinópolis (MG)";"Total";"1";"Total";"337"
"3102001";"Alterosa (MG)";"Total";"1";"Total";"373"
"3102050";"Alto Caparaó (MG)";"Total";"1";"Total";"25"
"3102100";"Alto Rio Doce (MG)";"Total";"1";"Total";"104"
"3102209";"Alvarenga (MG)";"Total";"1";"Total";"6"
"3102308";"Alvinópolis (MG)";"Total";"1";"Total";"96"
"3102407";"Alvorada de Minas (MG)";"Total";"1";"Total";"22"
"3102506";"Amparo do Serra (MG)";"Total";"1";"Total";"20"
"3102605";"Andradas (MG)";"Total";"1";"Total";"622"
"3102704";"Cachoeira de Pajeú (MG)";"Total";"1";"Total";"22"
"3102803";"Andrelândia (MG)";"Total";"1";"Total";"99"
"3102852";"Angelândia (MG)";"Total";"1";"Total";"70"
"3102902";"Antônio Carlos (MG)";"Total";"1";"Total";"161"
"3103009";"Antônio Dias (MG)";"Total";"1";"Total";"24"
"3103108";"Antônio Prado de Minas (MG)";"Total";"1";"Total";"8"
"3103207";"Araçaí (MG)";"Total";"1";"Total";"43"
"3103306";"Aracitaba (MG)";"Total";"1";"Total";"5"
"3103405";"Araçuaí (MG)";"Total";"1";"Total";"55"
"3103504";"Araguari (MG)";"Total";"1";"Total";"955"
"3103603";"Arantina (MG)";"Total";"1";"Total";"4"
"3103702";"Araponga (MG)";"Total";"1";"Total";"171"
"3103751";"Araporã (MG)";"Total";"1";"Total";"59"
"3103801";"Arapuá (MG)";"Total";"1";"Total";"54"
"3103900";"Araújos (MG)";"Total";"1";"Total";"68"
"3104007";"Araxá (MG)";"Total";"1";"Total";"251"
"3104106";"Arceburgo (MG)";"Total";"1";"Total";"74"
"3104205";"Arcos (MG)";"Total";"1";"Total";"185"
"3104304";"Areado (MG)";"Total";"1";"Total";"178"
"3104403";"Argirita (MG)";"Total";"1";"Total";"31"
"3104452";"Aricanduva (MG)";"Total";"1";"Total";"14"
"3104502";"Arinos (MG)";"Total";"1";"Total";"281"
"3104601";"Astolfo Dutra (MG)";"Total";"1";"Total";"50"
"3104700";"Ataléia (MG)";"Total";"1";"Total";"84"
"3104809";"Augusto de Lima (MG)";"Total";"1";"Total";"79"
"3104908";"Baependi (MG)";"Total";"1";"Total";"83"
"3105004";"Baldim (MG)";"Total";"1";"Total";"78"
"3105103";"Bambuí (MG)";"Total";"1";"Total";"300"
"3105202";"Bandeira (MG)";"Total";"1";"Total";"9"
"3105301";"Bandeira do Sul (MG)";"Total";"1";"Total";"35"
"3105400";"Barão de Cocais (MG)";"Total";"1";"Total";"19"
"3105509";"Barão do Monte Alto (MG)";"Total";"1";"Total";"50"
"3105608";"Barbacena (MG)";"Total";"1";"Total";"495"
"3105707";"Barra Longa (MG)";"Total";"1";"Total";"39"
"3105905";"Barroso (MG)";"Total";"1";"Total";"21"
"3106002";"Bela Vista de Minas (MG)";"Total";"1";"Total";"5"
"3106101";"Belmiro Braga (MG)";"Total";"1";"Total";"49"
"3106200";"Belo Horizonte (MG)";"Total";"1";"Total";"2"
"3106309";"Belo Oriente (MG)";"Total";"1";"Total";"17"
"3106408";"Belo Vale (MG)";"Total";"1";"Total";"108"
"3106507";"Berilo (MG)";"Total";"1";"Total";"2"
"3106606";"Bertópolis (MG)";"Total";"1";"Total";"10"
"3106655";"Berizal (MG)";"Total";"1";"Total";"21"
"3106705";"Betim (MG)";"Total";"1";"Total";"52"
"3106804";"Bias Fortes (MG)";"Total";"1";"Total";"14"
"3106903";"Bicas (MG)";"Total";"1";"Total";"29"
"3107000";"Biquinhas (MG)";"Total";"1";"Total";"52"
"3107109";"Boa Esperança (MG)";"Total";"1";"Total";"660"
"3107208";"Bocaina de Minas (MG)";"Total";"1";"Total";"33"
"3107307";"Bocaiúva (MG)";"Total";"1";"Total";"207"
"3107406";"Bom Despacho (MG)";"Total";"1";"Total";"313"
"3107505";"Bom Jardim de Minas (MG)";"Total";"1";"Total";"16"
"3107604";"Bom Jesus da Penha (MG)";"Total";"1";"Total";"228"
"3107703";"Bom Jesus do Amparo (MG)";"Total";"1";"Total";"34"
"3107802";"Bom Jesus do Galho (MG)";"Total";"1";"Total";"61"
"3107901";"Bom Repouso (MG)";"Total";"1";"Total";"357"
"3108008";"Bom Sucesso (MG)";"Total";"1";"Total";"166"
"3108107";"Bonfim (MG)";"Total";"1";"Total";"75"
"3108206";"Bonfinópolis de Minas (MG)";"Total";"1";"Total";"108"
"3108255";"Bonito de Minas (MG)";"Total";"1";"Total";"48"
"3108305";"Borda da Mata (MG)";"Total";"1";"Total";"152"
"3108404";"Botelhos (MG)";"Total";"1";"Total";"456"
"3108503";"Botumirim (MG)";"Total";"1";"Total";"27"
"3108552";"Brasilândia de Minas (MG)";"Total";"1";"Total";"133"
"3108602";"Brasília de Minas (MG)";"Total";"1";"Total";"106"
"3108701";"Brás Pires (MG)";"Total";"1";"Total";"27"
"3108800";"Braúnas (MG)";"Total";"1";"Total";"11"
"3108909";"Brazópolis (MG)";"Total";"1";"Total";"90"
"3109006";"Brumadinho (MG)";"Total";"1";"Total";"135"
"3109105";"Bueno Brandão (MG)";"Total";"1";"Total";"553"
"3109204";"Buenópolis (MG)";"Total";"1";"Total";"81"
"3109253";"Bugre (MG)";"Total";"1";"Total";"10"
"3109303";"Buritis (MG)";"Total";"1";"Total";"381"
"3109402";"Buritizeiro (MG)";"Total";"1";"Total";"211"
"3109451";"Cabeceira Grande (MG)";"Total";"1";"Total";"77"
"3109501";"Cabo Verde (MG)";"Total";"1";"Total";"490"
"3109600";"Cachoeira da Prata (MG)";"Total";"1";"Total";"13"
"3109709";"Cachoeira de Minas (MG)";"Total";"1";"Total";"166"
"3109808";"Cachoeira Dourada (MG)";"Total";"1";"Total";"30"
"3109907";"Caetanópolis (MG)";"Total";"1";"Total";"39"
"3110004";"Caeté (MG)";"Total";"1";"Total";"56"
"3110103";"Caiana (MG)";"Total";"1";"Total";"142"
"3110202";"Cajuri (MG)";"Total";"1";"Total";"42"
"3110301";"Caldas (MG)";"Total";"1";"Total";"312"
"3110400";"Camacho (MG)";"Total";"1";"Total";"77"
"3110509";"Camanducaia (MG)";"Total";"1";"Total";"331"
"3110608";"Cambuí (MG)";"Total";"1";"Total";"157"
"3110707";"Cambuquira (MG)";"Total";"1";"Total";"180"
"3110806";"Campanário (MG)";"Total";"1";"Total";"31"
"3110905";"Campanha (MG)";"Total";"1";"Total";"453"
"3111002";"Campestre (MG)";"Total";"1";"Total";"555"
"3111101";"Campina Verde (MG)";"Total";"1";"Total";"753"
"3111150";"Campo Azul (MG)";"Total";"1";"Total";"29"
"3111200";"Campo Belo (MG)";"Total";"1";"Total";"217"
"3111309";"Campo do Meio (MG)";"Total";"1";"Total";"221"
"3111408";"Campo Florido (MG)";"Total";"1";"Total";"160"
"3111507";"Campos Altos (MG)";"Total";"1";"Total";"233"
"3111606";"Campos Gerais (MG)";"Total";"1";"Total";"1005"
"3111705";"Canaã (MG)";"Total";"1";"Total";"92"
"3111804";"Canápolis (MG)";"Total";"1";"Total";"155"
"3111903";"Cana Verde (MG)";"Total";"1";"Total";"103"
"3112000";"Candeias (MG)";"Total";"1";"Total";"388"
"3112059";"Cantagalo (MG)";"Total";"1";"Total";"22"
"3112109";"Caparaó (MG)";"Total";"1";"Total";"44"
"3112208";"Capela Nova (MG)";"Total";"1";"Total";"17"
"3112307";"Capelinha (MG)";"Total";"1";"Total";"193"
"3112406";"Capetinga (MG)";"Total";"1";"Total";"175"
"3112505";"Capim Branco (MG)";"Total";"1";"Total";"29"
"3112604";"Capinópolis (MG)";"Total";"1";"Total";"165"
"3112653";"Capitão Andrade (MG)";"Total";"1";"Total";"7"
"3112703";"Capitão Enéas (MG)";"Total";"1";"Total";"89"
"3112802";"Capitólio (MG)";"Total";"1";"Total";"124"
"3112901";"Caputira (MG)";"Total";"1";"Total";"49"
"3113008";"Caraí (MG)";"Total";"1";"Total";"30"
"3113107";"Caranaíba (MG)";"Total";"1";"Total";"25"
"3113206";"Carandaí (MG)";"Total";"1";"Total";"332"
"3113305";"Carangola (MG)";"Total";"1";"Total";"112"
"3113404";"Caratinga (MG)";"Total";"1";"Total";"128"
"3113503";"Carbonita (MG)";"Total";"1";"Total";"34"
"3113602";"Careaçu (MG)";"Total";"1";"Total";"98"
"3113701";"Carlos Chagas (MG)";"Total";"1";"Total";"153"
"3113800";"Carmésia (MG)";"Total";"1";"Total";"6"
"3113909";"Carmo da Cachoeira (MG)";"Total";"1";"Total";"249"
"3114006";"Carmo da Mata (MG)";"Total";"1";"Total";"84"
"3114105";"Carmo de Minas (MG)";"Total";"1";"Total";"98"
"3114204";"Carmo do Cajuru (MG)";"Total";"1";"Total";"180"
"3114303";"Carmo do Paranaíba (MG)";"Total";"1";"Total";"390"
"3114402";"Carmo do Rio Claro (MG)";"Total";"1";"Total";"607"
"3114501";"Carmópolis de Minas (MG)";"Total";"1";"Total";"107"
"3114550";"Carneirinho (MG)";"Total";"1";"Total";"290"
"3114600";"Carrancas (MG)";"Total";"1";"Total";"91"
"3114709";"Carvalhópolis (MG)";"Total";"1";"Total";"141"
"3114808";"Carvalhos (MG)";"Total";"1";"Total";"24"
"3114907";"Casa Grande (MG)";"Total";"1";"Total";"89"
"3115003";"Cascalho Rico (MG)";"Total";"1";"Total";"67"
"3115102";"Cássia (MG)";"Total";"1";"Total";"269"
"3115201";"Conceição da Barra de Minas (MG)";"Total";"1";"Total";"44"
"3115300";"Cataguases (MG)";"Total";"1";"Total";"46"
"3115359";"Catas Altas (MG)";"Total";"1";"Total";"24"
"3115409";"Catas Altas da Noruega (MG)";"Total";"1";"Total";"14"
"3115458";"Catuji (MG)";"Total";"1";"Total";"14"
"3115474";"Catuti (MG)";"Total";"1";"Total";"23"
"3115508";"Caxambu (MG)";"Total";"1";"Total";"21"
"3115607";"Cedro do Abaeté (MG)";"Total";"1";"Total";"13"
"3115706";"Central de Minas (MG)";"Total";"1";"Total";"11"
"3115805";"Centralina (MG)";"Total";"1";"Total";"90"
"3115904";"Chácara (MG)";"Total";"1";"Total";"36"
"3116001";"Chalé (MG)";"Total";"1";"Total";"80"
"3116100";"Chapada do Norte (MG)";"Total";"1";"Total";"5"
"3116159";"Chapada Gaúcha (MG)";"Total";"1";"Total";"141"
"3116209";"Chiador (MG)";"Total";"1";"Total";"30"
"3116308";"Cipotânea (MG)";"Total";"1";"Total";"4"
"3116407";"Claraval (MG)";"Total";"1";"Total";"341"
"3116506";"Claro dos Poções (MG)";"Total";"1";"Total";"67"
"3116605";"Cláudio (MG)";"Total";"1";"Total";"125"
"3116704";"Coimbra (MG)";"Total";"1";"Total";"53"
"3116803";"Coluna (MG)";"Total";"1";"Total";"24"
"3116902";"Comendador Gomes (MG)";"Total";"1";"Total";"217"
"3117009";"Comercinho (MG)";"Total";"1";"Total";"28"
"3117108";"Conceição da Aparecida (MG)";"Total";"1";"Total";"485"
"3117207";"Conceição das Pedras (MG)";"Total";"1";"Total";"72"
"3117306";"Conceição das Alagoas (MG)";"Total";"1";"Total";"239"
"3117405";"Conceição de Ipanema (MG)";"Total";"1";"Total";"83"
"3117504";"Conceição do Mato Dentro (MG)";"Total";"1";"Total";"52"
"3117603";"Conceição do Pará (MG)";"Total";"1";"Total";"88"
"3117702";"Conceição do Rio Verde (MG)";"Total";"1";"Total";"122"
"3117801";"Conceição dos Ouros (MG)";"Total";"1";"Total";"29"
"3117836";"Cônego Marinho (MG)";"Total";"1";"Total";"22"
"3117876";"Confins (MG)";"Total";"1";"Total";"2"
"3117900";"Congonhal (MG)";"Total";"1";"Total";"185"
"3118007";"Congonhas (MG)";"Total";"1";"Total";"29"
"3118106";"Congonhas do Norte (MG)";"Total";"1";"Total";"22"
"3118205";"Conquista (MG)";"Total";"1";"Total";"133"
"3118304";"Conselheiro Lafaiete (MG)";"Total";"1";"Total";"94"
"3118403";"Conselheiro Pena (MG)";"Total";"1";"Total";"57"
"3118502";"Consolação (MG)";"Total";"1";"Total";"23"
"3118601";"Contagem (MG)";"Total";"1";"Total";"16"
"3118700";"Coqueiral (MG)";"Total";"1";"Total";"377"
"3118809";"Coração de Jesus (MG)";"Total";"1";"Total";"199"
"3118908";"Cordisburgo (MG)";"Total";"1";"Total";"97"
"3119005";"Cordislândia (MG)";"Total";"1";"Total";"89"
"3119104";"Corinto (MG)";"Total";"1";"Total";"190"
"3119203";"Coroaci (MG)";"Total";"1";"Total";"40"
"3119302";"Coromandel (MG)";"Total";"1";"Total";"573"
"3119401";"Coronel Fabriciano (MG)";"Total";"1";"Total";"9"
"3119500";"Coronel Murta (MG)";"Total";"1";"Total";"14"
"3119609";"Coronel Pacheco (MG)";"Total";"1";"Total";"17"
"3119708";"Coronel Xavier Chaves (MG)";"Total";"1";"Total";"61"
"3119807";"Córrego Danta (MG)";"Total";"1";"Total";"112"
"3119906";"Córrego do Bom Jesus (MG)";"Total";"1";"Total";"44"
"3119955";"Córrego Fundo (MG)";"Total";"1";"Total";"48"
"3120003";"Córrego Novo (MG)";"Total";"1";"Total";"16"
"3120102";"Couto de Magalhães de Minas (MG)";"Total";"1";"Total";"8"
"3120151";"Crisólita (MG)";"Total";"1";"Total";"17"
"3120201";"Cristais (MG)";"Total";"1";"Total";"297"
"3120300";"Cristália (MG)";"Total";"1";"Total";"5"
"3120409";"Cristiano Otoni (MG)";"Total";"1";"Total";"53"
"3120508";"Cristina (MG)";"Total";"1";"Total";"90"
"3120607";"Crucilândia (MG)";"Total";"1";"Total";"88"
"3120706";"Cruzeiro da Fortaleza (MG)";"Total";"1";"Total";"85"
"3120805";"Cruzília (MG)";"Total";"1";"Total";"107"
"3120839";"Cuparaque (MG)";"Total";"1";"Total";"14"
"3120870";"Curral de Dentro (MG)";"Total";"1";"Total";"25"
"3120904";"Curvelo (MG)";"Total";"1";"Total";"324"
"3121001";"Datas (MG)";"Total";"1";"Total";"17"
"3121100";"Delfim Moreira (MG)";"Total";"1";"Total";"56"
"3121209";"Delfinópolis (MG)";"Total";"1";"Total";"242"
"3121258";"Delta (MG)";"Total";"1";"Total";"25"
"3121308";"Descoberto (MG)";"Total";"1";"Total";"32"
"3121407";"Desterro de Entre Rios (MG)";"Total";"1";"Total";"63"
"3121506";"Desterro do Melo (MG)";"Total";"1";"Total";"11"
"3121605";"Diamantina (MG)";"Total";"1";"Total";"57"
"3121704";"Diogo de Vasconcelos (MG)";"Total";"1";"Total";"1"
"3121803";"Dionísio (MG)";"Total";"1";"Total";"17"
"3121902";"Divinésia (MG)";"Total";"1";"Total";"28"
"3122009";"Divino (MG)";"Total";"1";"Total";"196"
"3122108";"Divino das Laranjeiras (MG)";"Total";"1";"Total";"31"
"3122207";"Divinolândia de Minas (MG)";"Total";"1";"Total";"15"
"3122306";"Divinópolis (MG)";"Total";"1";"Total";"232"
"3122355";"Divisa Alegre (MG)";"Total";"1";"Total";"3"
"3122405";"Divisa Nova (MG)";"Total";"1";"Total";"156"
"3122454";"Divisópolis (MG)";"Total";"1";"Total";"53"
"3122470";"Dom Bosco (MG)";"Total";"1";"Total";"83"
"3122504";"Dom Cavati (MG)";"Total";"1";"Total";"-"
"3122603";"Dom Joaquim (MG)";"Total";"1";"Total";"36"
"3122702";"Dom Silvério (MG)";"Total";"1";"Total";"24"
"3122801";"Dom Viçoso (MG)";"Total";"1";"Total";"16"
"3122900";"Dona Euzébia (MG)";"Total";"1";"Total";"5"
"3123007";"Dores de Campos (MG)";"Total";"1";"Total";"38"
"3123106";"Dores de Guanhães (MG)";"Total";"1";"Total";"32"
"3123205";"Dores do Indaiá (MG)";"Total";"1";"Total";"138"
"3123304";"Dores do Turvo (MG)";"Total";"1";"Total";"99"
"3123403";"Doresópolis (MG)";"Total";"1";"Total";"48"
"3123502";"Douradoquara (MG)";"Total";"1";"Total";"34"
"3123528";"Durandé (MG)";"Total";"1";"Total";"169"
"3123601";"Elói Mendes (MG)";"Total";"1";"Total";"433"
"3123700";"Engenheiro Caldas (MG)";"Total";"1";"Total";"22"
"3123809";"Engenheiro Navarro (MG)";"Total";"1";"Total";"51"
"3123858";"Entre Folhas (MG)";"Total";"1";"Total";"6"
"3123908";"Entre Rios de Minas (MG)";"Total";"1";"Total";"109"
"3124005";"Ervália (MG)";"Total";"1";"Total";"420"
"3124104";"Esmeraldas (MG)";"Total";"1";"Total";"240"
"3124203";"Espera Feliz (MG)";"Total";"1";"Total";"301"
"3124302";"Espinosa (MG)";"Total";"1";"Total";"72"
"3124401";"Espírito Santo do Dourado (MG)";"Total";"1";"Total";"229"
"3124500";"Estiva (MG)";"Total";"1";"Total";"272"
"3124609";"Estrela Dalva (MG)";"Total";"1";"Total";"24"
"3124708";"Estrela do Indaiá (MG)";"Total";"1";"Total";"96"
"3124807";"Estrela do Sul (MG)";"Total";"1";"Total";"118"
"3124906";"Eugenópolis (MG)";"Total";"1";"Total";"63"
"3125002";"Ewbank da Câmara (MG)";"Total";"1";"Total";"6"
"3125101";"Extrema (MG)";"Total";"1";"Total";"125"
"3125200";"Fama (MG)";"Total";"1";"Total";"70"
"3125309";"Faria Lemos (MG)";"Total";"1";"Total";"25"
"3125408";"Felício dos Santos (MG)";"Total";"1";"Total";"19"
"3125507";"São Gonçalo do Rio Preto (MG)";"Total";"1";"Total";"10"
"3125606";"Felisburgo (MG)";"Total";"1";"Total";"26"
"3125705";"Felixlândia (MG)";"Total";"1";"Total";"137"
"3125804";"Fernandes Tourinho (MG)";"Total";"1";"Total";"24"
"3125903";"Ferros (MG)";"Total";"1";"Total";"51"
"3125952";"Fervedouro (MG)";"Total";"1";"Total";"86"
"3126000";"Florestal (MG)";"Total";"1";"Total";"89"
"3126109";"Formiga (MG)";"Total";"1";"Total";"278"
"3126208";"Formoso (MG)";"Total";"1";"Total";"132"
"3126307";"Fortaleza de Minas (MG)";"Total";"1";"Total";"105"
"3126406";"Fortuna de Minas (MG)";"Total";"1";"Total";"45"
"3126505";"Francisco Badaró (MG)";"Total";"1";"Total";"8"
"3126604";"Francisco Dumont (MG)";"Total";"1";"Total";"53"
"3126703";"Francisco Sá (MG)";"Total";"1";"Total";"292"
"3126752";"Franciscópolis (MG)";"Total";"1";"Total";"37"
"3126802";"Frei Gaspar (MG)";"Total";"1";"Total";"57"
"3126901";"Frei Inocêncio (MG)";"Total";"1";"Total";"39"
"3126950";"Frei Lagonegro (MG)";"Total";"1";"Total";"3"
"3127008";"Fronteira (MG)";"Total";"1";"Total";"97"
"3127057";"Fronteira dos Vales (MG)";"Total";"1";"Total";"6"
"3127073";"Fruta de Leite (MG)";"Total";"1";"Total";"5"
"3127107";"Frutal (MG)";"Total";"1";"Total";"713"
"3127206";"Funilândia (MG)";"Total";"1";"Total";"41"
"3127305";"Galiléia (MG)";"Total";"1";"Total";"46"
"3127339";"Gameleiras (MG)";"Total";"1";"Total";"48"
"3127354";"Glaucilândia (MG)";"Total";"1";"Total";"19"
"3127370";"Goiabeira (MG)";"Total";"1";"Total";"4"
"3127388";"Goianá (MG)";"Total";"1";"Total";"20"
"3127404";"Gonçalves (MG)";"Total";"1";"Total";"61"
"3127503";"Gonzaga (MG)";"Total";"1";"Total";"8"
"3127602";"Gouveia (MG)";"Total";"1";"Total";"39"
"3127701";"Governador Valadares (MG)";"Total";"1";"Total";"177"
"3127800";"Grão Mogol (MG)";"Total";"1";"Total";"80"
"3127909";"Grupiara (MG)";"Total";"1";"Total";"20"
"3128006";"Guanhães (MG)";"Total";"1";"Total";"102"
"3128105";"Guapé (MG)";"Total";"1";"Total";"461"
"3128204";"Guaraciaba (MG)";"Total";"1";"Total";"28"
"3128253";"Guaraciama (MG)";"Total";"1";"Total";"19"
"3128303";"Guaranésia (MG)";"Total";"1";"Total";"256"
"3128402";"Guarani (MG)";"Total";"1";"Total";"78"
"3128501";"Guarará (MG)";"Total";"1";"Total";"24"
"3128600";"Guarda-Mor (MG)";"Total";"1";"Total";"305"
"3128709";"Guaxupé (MG)";"Total";"1";"Total";"182"
"3128808";"Guidoval (MG)";"Total";"1";"Total";"29"
"3128907";"Guimarânia (MG)";"Total";"1";"Total";"188"
"3129004";"Guiricema (MG)";"Total";"1";"Total";"70"
"3129103";"Gurinhatã (MG)";"Total";"1";"Total";"443"
"3129202";"Heliodora (MG)";"Total";"1";"Total";"147"
"3129301";"Iapu (MG)";"Total";"1";"Total";"22"
"3129400";"Ibertioga (MG)";"Total";"1";"Total";"66"
"3129509";"Ibiá (MG)";"Total";"1";"Total";"373"
"3129608";"Ibiaí (MG)";"Total";"1";"Total";"75"
"3129657";"Ibiracatu (MG)";"Total";"1";"Total";"10"
"3129707";"Ibiraci (MG)";"Total";"1";"Total";"561"
"3129806";"Ibirité (MG)";"Total";"1";"Total";"17"
"3129905";"Ibitiúra de Minas (MG)";"Total";"1";"Total";"76"
"3130002";"Ibituruna (MG)";"Total";"1";"Total";"54"
"3130051";"Icaraí de Minas (MG)";"Total";"1";"Total";"97"
"3130101";"Igarapé (MG)";"Total";"1";"Total";"49"
"3130200";"Igaratinga (MG)";"Total";"1";"Total";"46"
"3130309";"Iguatama (MG)";"Total";"1";"Total";"104"
"3130408";"Ijaci (MG)";"Total";"1";"Total";"51"
"3130507";"Ilicínea (MG)";"Total";"1";"Total";"417"
"3130556";"Imbé de Minas (MG)";"Total";"1";"Total";"30"
"3130606";"Inconfidentes (MG)";"Total";"1";"Total";"198"
"3130655";"Indaiabira (MG)";"Total";"1";"Total";"96"
"3130705";"Indianópolis (MG)";"Total";"1";"Total";"253"
"3130804";"Ingaí (MG)";"Total";"1";"Total";"99"
"3130903";"Inhapim (MG)";"Total";"1";"Total";"72"
"3131000";"Inhaúma (MG)";"Total";"1";"Total";"59"
"3131109";"Inimutaba (MG)";"Total";"1";"Total";"64"
"3131158";"Ipaba (MG)";"Total";"1";"Total";"7"
"3131208";"Ipanema (MG)";"Total";"1";"Total";"30"
"3131307";"Ipatinga (MG)";"Total";"1";"Total";"2"
"3131406";"Ipiaçu (MG)";"Total";"1";"Total";"68"
"3131505";"Ipuiúna (MG)";"Total";"1";"Total";"149"
"3131604";"Iraí de Minas (MG)";"Total";"1";"Total";"93"
"3131703";"Itabira (MG)";"Total";"1";"Total";"63"
"3131802";"Itabirinha (MG)";"Total";"1";"Total";"4"
"3131901";"Itabirito (MG)";"Total";"1";"Total";"50"
"3132008";"Itacambira (MG)";"Total";"1";"Total";"17"
"3132107";"Itacarambi (MG)";"Total";"1";"Total";"28"
"3132206";"Itaguara (MG)";"Total";"1";"Total";"165"
"3132305";"Itaipé (MG)";"Total";"1";"Total";"22"
"3132404";"Itajubá (MG)";"Total";"1";"Total";"42"
"3132503";"Itamarandiba (MG)";"Total";"1";"Total";"200"
"3132602";"Itamarati de Minas (MG)";"Total";"1";"Total";"37"
"3132701";"Itambacuri (MG)";"Total";"1";"Total";"100"
"3132800";"Itambé do Mato Dentro (MG)";"Total";"1";"Total";"7"
"3132909";"Itamogi (MG)";"Total";"1";"Total";"602"
"3133006";"Itamonte (MG)";"Total";"1";"Total";"26"
"3133105";"Itanhandu (MG)";"Total";"1";"Total";"34"
"3133204";"Itanhomi (MG)";"Total";"1";"Total";"23"
"3133303";"Itaobim (MG)";"Total";"1";"Total";"24"
"3133402";"Itapagipe (MG)";"Total";"1";"Total";"462"
"3133501";"Itapecerica (MG)";"Total";"1";"Total";"214"
"3133600";"Itapeva (MG)";"Total";"1";"Total";"109"
"3133709";"Itatiaiuçu (MG)";"Total";"1";"Total";"57"
"3133758";"Itaú de Minas (MG)";"Total";"1";"Total";"50"
"3133808";"Itaúna (MG)";"Total";"1";"Total";"136"
"3133907";"Itaverava (MG)";"Total";"1";"Total";"52"
"3134004";"Itinga (MG)";"Total";"1";"Total";"43"
"3134103";"Itueta (MG)";"Total";"1";"Total";"91"
"3134202";"Ituiutaba (MG)";"Total";"1";"Total";"642"
"3134301";"Itumirim (MG)";"Total";"1";"Total";"114"
"3134400";"Iturama (MG)";"Total";"1";"Total";"195"
"3134509";"Itutinga (MG)";"Total";"1";"Total";"110"
"3134608";"Jaboticatubas (MG)";"Total";"1";"Total";"101"
"3134707";"Jacinto (MG)";"Total";"1";"Total";"26"
"3134806";"Jacuí (MG)";"Total";"1";"Total";"396"
"3134905";"Jacutinga (MG)";"Total";"1";"Total";"262"
"3135001";"Jaguaraçu (MG)";"Total";"1";"Total";"14"
"3135050";"Jaíba (MG)";"Total";"1";"Total";"362"
"3135076";"Jampruca (MG)";"Total";"1";"Total";"41"
"3135100";"Janaúba (MG)";"Total";"1";"Total";"197"
"3135209";"Januária (MG)";"Total";"1";"Total";"218"
"3135308";"Japaraíba (MG)";"Total";"1";"Total";"51"
"3135357";"Japonvar (MG)";"Total";"1";"Total";"25"
"3135407";"Jeceaba (MG)";"Total";"1";"Total";"28"
"3135456";"Jenipapo de Minas (MG)";"Total";"1";"Total";"5"
"3135506";"Jequeri (MG)";"Total";"1";"Total";"52"
